INFO 2025-06-15 22:37:12,643 autoreload 9560 10560 Watching for file changes with StatReloader
INFO 2025-06-15 22:38:30,362 autoreload 9560 10560 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:38:31,051 autoreload 36400 7012 Watching for file changes with StatReloader
INFO 2025-06-15 22:38:45,190 autoreload 36400 7012 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:38:46,070 autoreload 26368 13688 Watching for file changes with StatReloader
INFO 2025-06-15 22:39:20,897 autoreload 26368 13688 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:39:21,653 autoreload 12652 21532 Watching for file changes with StatReloader
INFO 2025-06-15 22:39:26,707 autoreload 12652 21532 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:39:27,469 autoreload 8676 22268 Watching for file changes with StatReloader
INFO 2025-06-15 22:39:32,544 autoreload 8676 22268 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:39:33,363 autoreload 27516 10328 Watching for file changes with StatReloader
INFO 2025-06-15 22:39:38,413 autoreload 27516 10328 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:39:39,287 autoreload 10476 26164 Watching for file changes with StatReloader
INFO 2025-06-15 22:40:08,047 autoreload 10476 26164 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:40:08,929 autoreload 14488 12216 Watching for file changes with StatReloader
INFO 2025-06-15 22:40:48,855 autoreload 14488 12216 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\urls.py changed, reloading.
INFO 2025-06-15 22:40:49,647 autoreload 31976 13800 Watching for file changes with StatReloader
INFO 2025-06-15 22:46:40,322 autoreload 31976 13800 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:46:41,369 autoreload 13848 26756 Watching for file changes with StatReloader
INFO 2025-06-15 22:46:50,938 autoreload 13848 26756 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:46:51,655 autoreload 26316 6064 Watching for file changes with StatReloader
INFO 2025-06-15 22:46:56,527 autoreload 26316 6064 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:46:57,220 autoreload 28536 12252 Watching for file changes with StatReloader
INFO 2025-06-15 22:47:00,999 autoreload 28536 12252 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-15 22:47:01,679 autoreload 24232 25920 Watching for file changes with StatReloader
INFO 2025-06-16 17:14:15,642 autoreload 18580 38764 Watching for file changes with StatReloader
INFO 2025-06-16 17:14:29,383 autoreload 18580 38764 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-16 17:14:30,157 autoreload 32184 35124 Watching for file changes with StatReloader
INFO 2025-06-16 17:14:35,149 autoreload 32184 35124 D:\BaitapUIT\Mat_Ma_Hoc\New_final_Project\quantum-e-commerce\BE\project\signatures\views.py changed, reloading.
INFO 2025-06-16 17:14:35,904 autoreload 18144 39072 Watching for file changes with StatReloader
INFO 2025-06-16 17:15:08,217 autoreload 31140 16196 Watching for file changes with StatReloader
WARNING 2025-06-16 17:15:11,461 log 31140 23956 Not Found: /
WARNING 2025-06-16 17:15:11,462 basehttp 31140 23956 "GET / HTTP/1.1" 404 3023
WARNING 2025-06-16 17:15:43,769 log 31140 24696 Not Found: /
WARNING 2025-06-16 17:15:43,769 basehttp 31140 24696 "GET / HTTP/1.1" 404 3023
INFO 2025-06-24 19:30:55,129 autoreload 13512 5140 Watching for file changes with StatReloader
WARNING 2025-06-24 19:31:02,907 log 13512 16632 Not Found: /
WARNING 2025-06-24 19:31:02,909 basehttp 13512 16632 "GET / HTTP/1.1" 404 3023
WARNING 2025-06-24 19:31:03,037 log 13512 16632 Not Found: /favicon.ico
WARNING 2025-06-24 19:31:03,038 basehttp 13512 16632 "GET /favicon.ico HTTP/1.1" 404 3145
WARNING 2025-06-24 19:31:25,983 log 13512 20396 Not Found: /api/buýe
WARNING 2025-06-24 19:31:25,987 basehttp 13512 20396 "GET /api/bu%C3%BDe HTTP/1.1" 404 3141
WARNING 2025-06-24 19:31:33,067 log 13512 11128 Not Found: /api/buyers
WARNING 2025-06-24 19:31:33,068 basehttp 13512 11128 "GET /api/buyers HTTP/1.1" 404 3141
WARNING 2025-06-24 19:31:35,078 log 13512 11128 Not Found: /api/buyers
WARNING 2025-06-24 19:31:35,079 basehttp 13512 11128 "GET /api/buyers HTTP/1.1" 404 3141
WARNING 2025-06-24 19:31:49,751 log 13512 12348 Not Found: /admin
WARNING 2025-06-24 19:31:49,752 basehttp 13512 12348 "GET /admin HTTP/1.1" 404 3121
WARNING 2025-06-24 19:31:53,351 log 13512 12348 Not Found: /admin
WARNING 2025-06-24 19:31:53,352 basehttp 13512 12348 "GET /admin HTTP/1.1" 404 3121
WARNING 2025-06-24 19:31:55,610 log 13512 12348 Not Found: /
WARNING 2025-06-24 19:31:55,611 basehttp 13512 12348 "GET / HTTP/1.1" 404 3023
WARNING 2025-06-24 19:32:00,528 log 13512 9320 Not Found: /admin
WARNING 2025-06-24 19:32:00,529 basehttp 13512 9320 "GET /admin HTTP/1.1" 404 3121
INFO 2025-06-24 19:32:06,632 basehttp 13512 9320 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-06-24 19:32:06,815 basehttp 13512 9320 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4181
INFO 2025-06-24 19:32:07,242 basehttp 13512 17696 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2025-06-24 19:32:07,245 basehttp 13512 15820 "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-06-24 19:32:07,246 basehttp 13512 9460 "GET /static/admin/css/responsive.css HTTP/1.1" 200 18557
INFO 2025-06-24 19:32:07,250 basehttp 13512 12548 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2025-06-24 19:32:07,254 basehttp 13512 11204 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-06-24 19:32:07,267 basehttp 13512 17696 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-06-24 19:32:07,274 basehttp 13512 9320 "GET /static/admin/css/base.css HTTP/1.1" 200 21207
WARNING 2025-06-24 19:32:11,000 log 13512 14288 Not Found: /admin
WARNING 2025-06-24 19:32:11,001 basehttp 13512 14288 "GET /admin HTTP/1.1" 404 3121
WARNING 2025-06-24 19:32:18,170 log 13512 14288 Forbidden: /api/buyers/
WARNING 2025-06-24 19:32:18,172 basehttp 13512 14288 "GET /api/buyers/ HTTP/1.1" 403 9690
INFO 2025-06-24 19:32:18,195 basehttp 13512 17964 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-06-24 19:32:18,203 basehttp 13512 20352 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-06-24 19:32:18,224 basehttp 13512 14288 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-06-24 19:32:18,227 basehttp 13512 6032 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-06-24 19:32:18,254 basehttp 13512 17964 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-06-24 19:32:18,255 basehttp 13512 19504 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-06-24 19:32:18,289 basehttp 13512 6032 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-06-24 19:32:18,291 basehttp 13512 19504 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-06-24 19:32:18,291 basehttp 13512 14288 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-06-24 19:32:18,309 basehttp 13512 17964 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-06-24 19:32:18,324 basehttp 13512 15008 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-06-24 19:32:18,355 basehttp 13512 20352 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-06-24 21:34:19,313 autoreload 13780 15448 Watching for file changes with StatReloader
WARNING 2025-06-24 21:52:44,122 log 13780 22852 Not Found: /products/categories/
WARNING 2025-06-24 21:52:44,125 log 13780 23504 Not Found: /products/trending/
WARNING 2025-06-24 21:52:44,126 log 13780 27240 Not Found: /products/featured/
WARNING 2025-06-24 21:52:44,131 basehttp 13780 22852 "GET /products/categories/ HTTP/1.1" 404 3180
WARNING 2025-06-24 21:52:44,131 basehttp 13780 23504 "GET /products/trending/ HTTP/1.1" 404 3172
WARNING 2025-06-24 21:52:44,131 basehttp 13780 27240 "GET /products/featured/ HTTP/1.1" 404 3172
WARNING 2025-06-24 21:52:44,152 log 13780 23504 Not Found: /products/featured/
WARNING 2025-06-24 21:52:44,154 log 13780 27240 Not Found: /products/categories/
WARNING 2025-06-24 21:52:44,155 log 13780 22852 Not Found: /products/trending/
WARNING 2025-06-24 21:52:44,156 basehttp 13780 27240 "GET /products/categories/ HTTP/1.1" 404 3180
WARNING 2025-06-24 21:52:44,156 basehttp 13780 23504 "GET /products/featured/ HTTP/1.1" 404 3172
WARNING 2025-06-24 21:52:44,156 basehttp 13780 22852 "GET /products/trending/ HTTP/1.1" 404 3172
WARNING 2025-06-24 21:52:44,166 log 13780 27240 Not Found: /products/trending/
WARNING 2025-06-24 21:52:44,167 basehttp 13780 27240 "GET /products/trending/ HTTP/1.1" 404 3172
WARNING 2025-06-24 21:52:44,289 log 13780 27240 Not Found: /products/
WARNING 2025-06-24 21:52:44,293 basehttp 13780 27240 "GET /products/?seller__shop_type=shopee_mall&page=1&page_size=8&ordering= HTTP/1.1" 404 3139
WARNING 2025-06-24 21:52:44,316 log 13780 27240 Not Found: /products/
WARNING 2025-06-24 21:52:44,322 basehttp 13780 27240 "GET /products/?seller__shop_type=shopee_mall&page=1&page_size=8&ordering= HTTP/1.1" 404 3139
WARNING 2025-06-24 22:45:22,141 log 13780 10932 Not Found: /products/trending/
WARNING 2025-06-24 22:45:22,144 log 13780 20624 Not Found: /products/featured/
